"Новый: Время (с)";"Новый: Угол (rad)";"Новый: Скорость (rad/с)";"Новый: Ускорение (rad/с²)"
270.95;-4219.96178523;-1.57079632222;0.0323213703592
271;-4220.04905169;-1.57079630556;0.0107738857982
271.05;-4220.11886486;-1.5707963;0.032320907406
271.1;-4220.20613132;-1.57079630556;0.150830651245
271.15;-4220.27594449;-1.56110005;0.323208611144
271.2;-4220.36321095;-1.54170755555;0.490200148198
271.25;-4220.43302413;-1.47383364999;2.80886771866E-007
271.3;-4220.5028373;-1.54170750555;-0.490199962998
271.35;-4220.59010376;-1.56110003333;-0.317821984616
271.4;-4220.65991693;-1.5707963;-0.118509891999
271.45;-4220.74718339;-1.5707963;0.118509993821
271.5;-4220.81699656;-1.56110002778;0.323208972223
271.55;-4220.90426302;-1.54170748889;0.522521064818
271.6;-4220.97407619;-1.4738336;0.150830435198
271.65;-4221.04388936;-1.53201128333;-0.161604817872
271.7;-4221.13115583;-1.53201128333;0.204699361154
271.75;-4221.200969;-1.47383359999;0.0323213734775
271.8;-4221.27078217;-1.53201121666;-0.0484810895378
271.85;-4221.35804863;-1.52231493889;0.490200533906
271.9;-4221.4278618;-1.44474476111;0.37707727467
271.95;-4221.49767497;-1.44474476111;-0.339369524698
272;-4221.56748814;-1.52231493889;-0.34475634568
272.05;-4221.6547546;-1.52231493889;0.344756345686
272.1;-4221.72456777;-1.44474476111;0.344756345703
272.15;-4221.79438094;-1.44474476111;-0.339369527734
272.2;-4221.86419411;-1.52231493888;-0.307048620343
272.25;-4221.95146057;-1.52231493888;0.527908154297
272.3;-4222.02127374;-1.43504848889;0.818796320944
272.35;-4222.09108691;-1.40595967222;0.474039975283
272.4;-4222.16090008;-1.3962634;0.183151805549
272.45;-4222.23071325;-1.3962634;0.0377077037049
272.5;-4222.30052642;-1.3962634;0.00538671296409
272.55;-4222.37033959;-1.39626340556;-2.7160296481E-007
272.6;-4222.44015276;-1.39626342222;-4.66036991097E-007
272.65;-4222.50996593;-1.39626347222;-2.80834443601E-007
272.7;-4222.57977911;-1.39626347222;2.80906477955E-007
272.75;-4222.64959228;-1.39626342222;4.66069998521E-007
272.8;-4222.71940545;-1.39626340555;0.00538709256129
272.85;-4222.78921862;-1.3962634;0.0377078518061
272.9;-4222.85903179;-1.3962634;0.183151935162
272.95;-4222.92884496;-1.38656712222;0.474040249992
273;-4222.99865813;-1.35747828889;0.818796787034
273.05;-4223.0684713;-1.27021178889;0.52790843519
273.1;-4223.12083117;-1.27021178889;-0.30704890121
273.15;-4223.19064434;-1.34778201667;-0.333983175878
273.2;-4223.26045751;-1.34778203333;0.377076981514
273.25;-4223.33027068;-1.27021186111;0.490200324051
273.3;-4223.38263056;-1.26051558889;-0.048481382761
273.35;-4223.45244373;-1.31869322222;0.0323209042946
273.4;-4223.5222569;-1.26051558889;0.204699083326
273.45;-4223.57461678;-1.26051558889;-0.161604515432
273.5;-4223.64442995;-1.31869322222;0.150831006172
273.55;-4223.71424312;-1.25081931111;0.522521608021
273.6;-4223.766603;-1.23142675;0.328596358021
273.65;-4223.83641617;-1.22173042778;0.150831182108
273.7;-4223.88877604;-1.22173042778;0.0323206265735
273.75;-4223.95858921;-1.22173047778;0.00538635189918
273.8;-4224.01094909;-1.22173049444;-2.68492641206E-007
273.85;-4224.08076226;-1.22173049999;0.00538673454143
273.9;-4224.13312214;-1.2217305;0.0323209906994
273.95;-4224.20293531;-1.22173049445;0.150831169728
274;-4224.25529519;-1.21203420556;0.328596358011
274.05;-4224.32510836;-1.19264161111;0.522521617278
274.1;-4224.37746823;-1.12476770556;0.150830623458
274.15;-4224.42982811;-1.18294538889;-0.161604981475
274.2;-4224.49964128;-1.18294540556;0.199312095686
274.25;-4224.55200116;-1.12476777222;1.66674449057E-007
274.3;-4224.60436104;-1.18294538889;-0.193924999983
274.35;-4224.67417421;-1.18294533889;0.193925722261
274.4;-4224.72653408;-1.12476770555;-2.80833872207E-007
274.45;-4224.77889396;-1.18294538888;-0.193925907426
274.5;-4224.84870713;-1.18294540555;0.199312012306
274.55;-4224.90106701;-1.12476777778;0.0323209073803
274.6;-4224.95342689;-1.18294540556;-0.0484811111253
274.65;-4225.02324006;-1.17324911667;0.490200891972
274.7;-4225.07559994;-1.09567888889;0.377077537037
274.75;-4225.12795981;-1.09567888889;-0.333982969134
274.8;-4225.18031969;-1.17324911667;-0.312435799382
274.85;-4225.25013286;-1.17324912778;0.490200429014
274.9;-4225.30249274;-1.08598266667;0.635644873466
274.95;-4225.35485262;-1.06659007222;2.62369844862E-007
275;-4225.40721249;-1.08598261667;-0.635644774648
275.05;-4225.45957237;-1.17324911666;-0.490200790098
275.1;-4225.52938554;-1.17324912777;0.312435438245
275.15;-4225.58174542;-1.09567893889;0.339369888845
275.2;-4225.6341053;-1.09567888889;-0.339369265458
275.25;-4225.68646517;-1.17324906667;-0.307048882723
275.3;-4225.75627834;-1.17324911667;0.527907793211
275.35;-4225.80863822;-1.08598267778;0.813409503087
275.4;-4225.8609981;-1.05689385;0.43633261111
275.45;-4225.91335798;-1.04719752778;2.62345298448E-007
275.5;-4225.96571785;-1.0568938;-0.436332512342
275.55;-4226.01807773;-1.08598266667;-0.808023046287
275.6;-4226.07043761;-1.17324912778;-0.490200428991
275.65;-4226.14025078;-1.17324911667;0.490200793252
275.7;-4226.19261066;-1.08598261666;0.813409783978
275.75;-4226.24497053;-1.05689379999;0.468652978373
275.8;-4226.29733041;-1.04719757222;0.145443888847
275.85;-4226.34969029;-1.04719757222;-0.145443888918
275.9;-4226.40205017;-1.0568938;-0.468652978406
275.95;-4226.45441004;-1.08598261667;-0.813409783949
276;-4226.50676992;-1.17324911667;-0.490200793207
276.05;-4226.57658309;-1.17324912778;0.490200429011
276.1;-4226.62894297;-1.08598266667;0.813409867281
276.15;-4226.68130285;-1.0568938;0.474040256175
276.2;-4226.73366272;-1.04719752778;0.183151629644
276.25;-4226.7860226;-1.04719757222;0.0377075308911
276.3;-4226.83838248;-1.04719757222;0.00538701238388
276.35;-4226.89074236;-1.04719752777;1.79034436289E-007
276.4;-4226.94310223;-1.04719752777;0.00538653701604
276.45;-4226.99546211;-1.04719757778;0.0377073610748
276.5;-4227.04782199;-1.04719758889;0.183151811704
276.55;-4227.10018187;-1.03750130556;0.47404035801
276.6;-4227.15254175;-1.00841243889;0.813409867279
276.65;-4227.20490162;-0.921145983335;0.490200416669
276.7;-4227.23980821;-0.921146016667;-0.490200425925
276.75;-4227.29216809;-1.00841243333;-0.813409472225
276.8;-4227.34452796;-1.03750125556;-0.468653438272
276.85;-4227.39688784;-1.04719757222;-0.145444296296
276.9;-4227.44924772;-1.04719757222;0.145444296298
276.95;-4227.5016076;-1.03750125556;0.468653438282
277;-4227.55396747;-1.00841243333;0.818796293237
277.05;-4227.60632735;-0.921146016665;0.527908172881
277.1;-4227.64123394;-0.921145983328;-0.307048506151
277.15;-4227.69359381;-0.998716161106;-0.339369641999
277.2;-4227.74595369;-0.998716194443;0.344756327121
277.25;-4227.79831357;-0.921145983334;0.344756373433
277.3;-4227.83322015;-0.92114598889;-0.344756626553
277.35;-4227.88558003;-0.998716211112;-0.339369740743
277.4;-4227.93793991;-0.998716211112;0.37707746605
277.45;-4227.99029979;-0.92114598889;0.490200709877
277.5;-4228.02520637;-0.911449711112;-0.0484813888885
277.55;-4228.07756625;-0.969627377779;0.032320925924
277.6;-4228.12992613;-0.911449711113;0.204699197529
277.65;-4228.16483271;-0.911449711113;-0.161604629626
277.7;-4228.21719259;-0.969627377779;0.150830984579
277.75;-4228.26955247;-0.901753433334;0.522521617307
277.8;-4228.30445905;-0.882360877777;0.328595993868
277.85;-4228.35681893;-0.87266460555;0.150830799408
277.9;-4228.39172551;-0.872664616661;0.032320626522
277.95;-4228.44408539;-0.872664655554;0.0107735524295
278;-4228.47899198;-0.872664622223;0.0323210030608
278.05;-4228.53135185;-0.872664622223;0.150830805546
278.1;-4228.56625844;-0.862968383334;0.328595978392
278.15;-4228.61861832;-0.843575800001;0.522521635802
278.2;-4228.6535249;-0.775701883334;0.15083108642
278.25;-4228.68843149;-0.833879511112;-0.161604469137
278.3;-4228.74079136;-0.833879511112;0.199312194444
278.35;-4228.77569795;-0.775701883335;-1.82098129107E-007
278.4;-4228.81060453;-0.833879527779;-0.193925725305
278.45;-4228.86296441;-0.833879566667;0.199312262348
278.5;-4228.897871;-0.775701894445;0.03770800617
278.55;-4228.93277758;-0.833879516668;-0.0107734537073
278.6;-4228.98513746;-0.82418323889;0.667965487655
278.65;-4229.02004404;-0.73691678889;0.813409435191
278.7;-4229.05495063;-0.707827977779;0.296274802483
278.75;-4229.08985721;-0.707827988889;-0.290888447504
278.8;-4229.1247638;-0.736916844443;-0.775701777739
278.85;-4229.15967039;-0.82418325555;-0.484813330227
278.9;-4229.21203026;-0.824183244439;0.490200614173
278.95;-4229.24693685;-0.736916788888;0.813409589467
279;-4229.28184343;-0.707827972223;0.474039993804
279.05;-4229.31675002;-0.698131700001;0.183151811718
279.1;-4229.3516566;-0.698131700001;0.0377077253057
279.15;-4229.38656319;-0.698131700001;0.00538681790201
279.2;-4229.42146977;-0.698131700001;1.43224938082E-012
279.25;-4229.45637636;-0.698131700001;0.00538681790125
279.3;-4229.49128294;-0.698131700001;0.0377077253073
279.35;-4229.52618953;-0.698131700001;0.183151808641
279.4;-4229.56109611;-0.688435427779;0.474039975311
279.45;-4229.5960027;-0.659346611112;0.81340950309
279.5;-4229.63090928;-0.572080161112;0.495587246915
279.55;-4229.64836258;-0.572080161112;-0.45249270062
279.6;-4229.68326916;-0.659346611112;-0.630257675927
279.65;-4229.71817575;-0.678739155557;8.642773244E-008
279.7;-4229.75308233;-0.659346605556;0.635644697549
279.75;-4229.78798892;-0.572080144444;0.490200709902
279.8;-4229.80544221;-0.572080105552;-0.312435438266
279.85;-4229.84034879;-0.649650322221;-0.333982990748
279.9;-4229.87525538;-0.649650333332;0.377077071
279.95;-4229.91016196;-0.572080161107;0.495587179008
280;-4229.92761526;-0.562383888888;-0.0161603858303
280.05;-4229.96252184;-0.620561516667;0.183151993807
280.1;-4229.99742843;-0.552687600001;0.527908453693
280.15;-4230.01488172;-0.533295016668;0.328595978394
280.2;-4230.0497883;-0.523598777778;0.150830805558
280.25;-4230.0672416;-0.523598777778;0.0323210030855
280.3;-4230.10214818;-0.523598744445;0.00538673456772
280.35;-4230.11960147;-0.523598783334;-2.8086200791E-007
280.4;-4230.15450806;-0.523598794445;-1.01849994549E-007
280.45;-4230.17196135;-0.523598794445;1.01851848992E-007
280.5;-4230.20686794;-0.523598783334;0.00538709876248
280.55;-4230.22432123;-0.523598744445;0.0323209907389
280.6;-4230.25922781;-0.523598777779;0.150830808643
280.65;-4230.27668111;-0.513902505556;0.328596006173
280.7;-4230.31158769;-0.494509927779;0.522521336422
280.75;-4230.32904098;-0.426636055556;0.150830790125
280.8;-4230.34649428;-0.484813688889;-0.161604425928
280.85;-4230.38140086;-0.484813655557;0.204699080247
280.9;-4230.39885415;-0.426636055556;0.0323207962983
280.95;-4230.41630745;-0.484813688889;-0.0484812500004
281;-4230.45121403;-0.475117383334;0.490200429014
281.05;-4230.46866732;-0.397547238889;0.377077141977
281.1;-4230.48612062;-0.397547238889;-0.33398259568
281.15;-4230.50357391;-0.475117383334;-0.307048601843
281.2;-4230.53848049;-0.475117416667;0.522521308669
281.25;-4230.55593379;-0.387850961109;0.781088876585
281.3;-4230.57338708;-0.358762099994;0.290888379653
281.35;-4230.59084037;-0.358762099994;-0.290888379654
281.4;-4230.60829366;-0.387850961109;-0.775702058683
281.45;-4230.62574696;-0.475117416667;-0.484813580272
281.5;-4230.66065354;-0.475117383334;0.490200429004
281.55;-4230.67810683;-0.387850966667;0.813409472222
281.6;-4230.69556013;-0.358762144445;0.47404025617
281.65;-4230.71301342;-0.349065827779;0.18315202469
281.7;-4230.73046671;-0.349065827778;0.0377075308671
281.75;-4230.74792;-0.349065872222;0.00538662037248
281.8;-4230.7653733;-0.349065872222;1.9752805928E-007
281.85;-4230.78282659;-0.349065827779;1.97528254926E-007
281.9;-4230.80027988;-0.349065827779;-1.97528254926E-007
281.95;-4230.81773317;-0.349065872222;-1.9752805928E-007
282;-4230.83518647;-0.349065872222;1.97528775034E-007
282.05;-4230.85263976;-0.349065827778;1.97528059187E-007
282.1;-4230.87009305;-0.349065827779;0.00538662345834
282.15;-4230.88754634;-0.349065872222;0.0377075462988
282.2;-4230.90499964;-0.349065872222;0.183152089504
282.25;-4230.92245293;-0.339369550001;0.474040339504
282.3;-4230.93990622;-0.310280722223;0.813409503088
282.35;-4230.95735951;-0.223014283334;0.49020006482
282.4;-4230.95735951;-0.223014333333;-0.490200709875
282.45;-4230.97481281;-0.310280783333;-0.808022506176
282.5;-4230.9922661;-0.339369555556;-0.436332055559
282.55;-4231.00971939;-0.349065827778;-1.94443141341E-007
282.6;-4231.02717268;-0.3393696;0.43633207099
282.65;-4231.04462598;-0.310280783333;0.808022966049
282.7;-4231.06207927;-0.223014283334;0.495587611109
282.75;-4231.06207927;-0.223014272223;-0.452492703705
282.8;-4231.07953256;-0.310280733334;-0.630258055554
282.85;-4231.09698585;-0.329673327778;-2.62343417946E-007
282.9;-4231.11443915;-0.310280783333;0.63025795679
282.95;-4231.13189244;-0.223014283334;0.457879882714
283;-4231.13189244;-0.223014272223;-0.457879521606
283.05;-4231.14934573;-0.310280733334;-0.630258055554
283.1;-4231.16679902;-0.329673327778;0.00538655864422
283.15;-4231.18425232;-0.310280783333;0.667965700617
283.2;-4231.20170561;-0.223014283334;0.635644956788
283.25;-4231.20170561;-0.213317994445;-0.0215471049399
283.3;-4231.2191589;-0.271495627778;0.00538665123598
283.35;-4231.23661219;-0.213318011112;0.0538677345728
283.4;-4231.23661219;-0.223014333333;-0.490200709873
283.45;-4231.25406549;-0.300584511111;-0.371690175922
283.5;-4231.27151878;-0.300584461111;0.371690796309
283.55;-4231.28897207;-0.223014272221;0.490200429033
283.6;-4231.28897207;-0.213318011107;-0.0484817222264
283.65;-4231.30642536;-0.271495694444;0.0323206450385
283.7;-4231.32387866;-0.213318061113;0.199312524715
283.75;-4231.32387866;-0.213318011106;-0.193925083294
283.8;-4231.34133195;-0.271495633328;-1.07489326082E-011
283.85;-4231.35878524;-0.213318011109;0.199311901204
283.9;-4231.35878524;-0.21331806111;-0.161604796317
283.95;-4231.37623854;-0.271495694444;0.150831185174
284;-4231.39369183;-0.203621738889;0.522521799377
284.05;-4231.39369183;-0.184229177778;0.323209324072
284.1;-4231.41114512;-0.174532900001;0.118509993827
284.15;-4231.41114512;-0.174532905556;-0.118510243825
284.2;-4231.42859841;-0.184229194445;-0.317822719131
284.25;-4231.42859841;-0.203621788889;-0.490200709875
284.3;-4231.44605171;-0.271495694444;2.80860827851E-007
284.35;-4231.463505;-0.203621738889;0.490200891972
284.4;-4231.463505;-0.184229177778;0.317822506171
284.45;-4231.48095829;-0.1745329;0.118509993828
284.5;-4231.48095829;-0.174532905556;-0.118510243825
284.55;-4231.49841158;-0.184229194445;-0.317822719132
284.6;-4231.49841158;-0.203621788889;-0.490200709876
284.65;-4231.51586488;-0.271495694444;2.8086148444E-007
284.7;-4231.53331817;-0.203621738889;0.490200891972
284.75;-4231.53331817;-0.184229177778;0.323209324072
284.8;-4231.55077146;-0.1745329;0.150830901235
284.85;-4231.55077146;-0.174532905556;0.0323206574099
284.9;-4231.56822475;-0.174532922223;0.00538635494344
284.95;-4231.56822475;-0.174532972222;-2.80860869392E-007
285;-4231.58567805;-0.174532972222;2.80861227269E-007
285.05;-4231.58567805;-0.174532922222;4.66044096139E-007
285.1;-4231.60313134;-0.174532905556;2.68515418681E-007
285.15;-4231.60313134;-0.174532900001;8.3332712166E-008
285.2;-4231.62058463;-0.1745329;-8.33320940647E-008
285.25;-4231.62058463;-0.174532905556;-2.68515678843E-007
285.3;-4231.63803792;-0.174532922222;0.00538635185644
285.35;-4231.63803792;-0.174532972222;0.032320626546
285.4;-4231.65549122;-0.174532972222;0.150831182096
285.45;-4231.65549122;-0.16483665;0.32320954012
285.5;-4231.67294451;-0.145444088889;0.490200700616
285.55;-4231.67294451;-0.077570177778;1.0185045779E-007
285.6;-4231.67294451;-0.145444083334;-0.490200429014
285.65;-4231.6903978;-0.164836627778;-0.317822358024
285.7;-4231.6903978;-0.174532905556;-0.118510265429
285.75;-4231.70785109;-0.174532922222;0.118509527783
285.8;-4231.70785109;-0.1648367;0.317821975312
285.85;-4231.72530439;-0.145444155555;0.490200709875
285.9;-4231.72530439;-0.0775702;0.00538728394597
285.95;-4231.72530439;-0.145444088889;-0.457879250004
286;-4231.74275768;-0.164836627778;-0.172378067903
286.05;-4231.74275768;-0.164836627778;0.177765012346
286.1;-4231.76021097;-0.145444083334;0.490200429014
286.15;-4231.76021097;-0.077570177778;0.145444061729
286.2;-4231.76021097;-0.135747811111;-0.166991459876
286.25;-4231.77766426;-0.135747816667;0.166991083336
286.3;-4231.77766426;-0.0775702;-0.145444549379
286.35;-4231.77766426;-0.145444155555;-0.490200709875
286.4;-4231.79511756;-0.1648367;-0.17776470988
286.45;-4231.79511756;-0.16483665;0.177765456786
286.5;-4231.81257085;-0.145444088889;0.490200700616
286.55;-4231.81257085;-0.077570177778;0.145444188271
286.6;-4231.81257085;-0.135747811112;-0.161604515433
286.65;-4231.83002414;-0.135747811112;0.199312262347
286.7;-4231.83002414;-0.077570177778;-2.16043562438E-008
286.75;-4231.83002414;-0.135747811111;-0.193925549382
286.8;-4231.84747743;-0.135747816667;0.193925172843
286.85;-4231.84747743;-0.0775702;-4.66044702421E-007
286.9;-4231.84747743;-0.135747883333;-0.193925725306
286.95;-4231.86493073;-0.135747883333;0.199312543208
287;-4231.86493073;-0.0775702;0.032321373452
287.05;-4231.86493073;-0.135747816667;-0.0484810895093
287.1;-4231.88238402;-0.126051538889;0.490200533951
287.15;-4231.88238402;-0.0484813611112;0.371690456791
287.2;-4231.88238402;-0.0484813611112;-0.3716904321
287.25;-4231.88238402;-0.126051538889;-0.490200429014
287.3;-4231.89983731;-0.135747811111;0.0538681790123
287.35;-4231.89983731;-0.077570177778;-3.08664324424E-009
287.4;-4231.89983731;-0.135747811112;-0.0538682006172
287.45;-4231.9172906;-0.126051538889;0.490200324077
287.5;-4231.9172906;-0.0484813666667;0.377076981485
287.55;-4231.9172906;-0.0484813833332;-0.339369993823
287.6;-4231.9172906;-0.126051611111;-0.344756626541
287.65;-4231.9347439;-0.126051611111;0.344756626541
287.7;-4231.9347439;-0.0484813833332;0.344756811725
287.75;-4231.9347439;-0.0484813666667;-0.344756074078
287.8;-4231.9347439;-0.126051538889;-0.344756240743
287.85;-4231.95219719;-0.126051538889;0.344756367285
287.9;-4231.95219719;-0.0484813611112;0.344756348767
287.95;-4231.95219719;-0.0484813611112;-0.34475634568
288;-4231.95219719;-0.126051538889;-0.34475634568
288.05;-4231.96965048;-0.126051538889;0.34475634568
288.1;-4231.96965048;-0.0484813611112;0.34475634568
288.15;-4231.96965048;-0.0484813611112;-0.339369527779
288.2;-4231.96965048;-0.126051538889;-0.312435441359
288.25;-4231.98710377;-0.126051538889;0.490200407409
288.3;-4231.98710377;-0.038785088889;0.63564440741
288.35;-4231.98710377;-0.01939255;-2.71602073097E-007
288.4;-4231.98710377;-0.038785111111;-0.630258160491
288.45;-4231.98710377;-0.126051611111;-0.452492984566
288.5;-4232.00455707;-0.126051611111;0.490200709875
288.55;-4232.00455707;-0.038785111111;0.775702243824
288.6;-4232.00455707;-0.00969627777775;0.29088843827
288.65;-4232.00455707;-0.00969627222225;-0.29088806173
288.7;-4232.00455707;-0.038785088889;-0.775701756175
288.75;-4232.00455707;-0.126051538889;-0.484813608026
288.8;-4232.02201036;-0.126051538889;0.490200429013
288.85;-4232.02201036;-0.038785088889;0.813409503089
288.9;-4232.02201036;-0.00969627222225;0.468653157409
288.95;-4232.02201036;0;0.145444083336
289;-4232.02201036;0;-0.145444083324
289.05;-4232.02201036;-0.00969627222174;-0.468653157384
289.1;-4232.02201036;-0.038785088887;-0.813409503047
289.15;-4232.02201036;-0.126051538883;-0.490200428988
289.2;-4232.03946365;-0.126051538883;0.490200428988
289.25;-4232.03946365;-0.038785088887;0.813409503046
289.3;-4232.03946365;-0.00969627222174;0.474039975285
289.35;-4232.03946365;0;0.183151808633
289.4;-4232.03946365;0;0.0323209074055
289.45;-4232.03946365;0;-0.0323209074078
289.5;-4232.03946365;0;-0.183151808642
289.55;-4232.03946365;-0.00969627222225;-0.47403997531
289.6;-4232.03946365;-0.038785088889;-0.813409503089
289.65;-4232.03946365;-0.126051538889;-0.490200429014
289.7;-4232.05691694;-0.126051538889;0.490200429014
289.75;-4232.05691694;-0.038785088889;0.813409503088
289.8;-4232.05691694;-0.00969627222225;0.47403997531
289.85;-4232.05691694;0;0.183151808642
289.9;-4232.05691694;0;0.0377077253087
289.95;-4232.05691694;0;0.00538681790125
290;-4232.05691694;0;0
290.05;-4232.05691694;0;0
290.1;-4232.05691694;0;0
290.15;-4232.05691694;0;0
290.2;-4232.05691694;0;0
290.25;-4232.05691694;0;0
290.3;-4232.05691694;0;0
290.35;-4232.05691694;0;0
290.4;-4232.05691694;0;0
290.45;-4232.05691694;0;0
290.5;-4232.05691694;0;0
290.55;-4232.05691694;0;0
290.6;-4232.05691694;0;0
290.65;-4232.05691694;0;0
290.7;-4232.05691694;0;0
290.75;-4232.05691694;0;0
290.8;-4232.05691694;0;0
290.85;-4232.05691694;0;0
290.9;-4232.05691694;0;0
290.95;-4232.05691694;0;0
291;-4232.05691694;0;0
291.05;-4232.05691694;0;0
291.1;-4232.05691694;0;0
291.15;-4232.05691694;0;0
291.2;-4232.05691694;0;0
291.25;-4232.05691694;0;0
291.3;-4232.05691694;0;0
291.35;-4232.05691694;0;0
291.4;-4232.05691694;0;0
291.45;-4232.05691694;0;0
291.5;-4232.05691694;0;0
291.55;-4232.05691694;0;0
291.6;-4232.05691694;0;0
291.65;-4232.05691694;0;0
291.7;-4232.05691694;0;0
291.75;-4232.05691694;0;0
291.8;-4232.05691694;0;0
291.85;-4232.05691694;0;0
291.9;-4232.05691694;0;0
291.95;-4232.05691694;0;0
292;-4232.05691694;0;0
292.05;-4232.05691694;0;0
292.1;-4232.05691694;0;0
292.15;-4232.05691694;0;0
292.2;-4232.05691694;0;0
292.25;-4232.05691694;0;0
292.3;-4232.05691694;0;0
292.35;-4232.05691694;0;0
292.4;-4232.05691694;0;0
292.45;-4232.05691694;0;0
292.5;-4232.05691694;0;0
292.55;-4232.05691694;0;0
292.6;-4232.05691694;0;0
292.65;-4232.05691694;0;0
292.7;-4232.05691694;0;0
292.75;-4232.05691694;0;0
292.8;-4232.05691694;0;0
292.85;-4232.05691694;0;0
292.9;-4232.05691694;0;0
292.95;-4232.05691694;0;0
293;-4232.05691694;0;0
293.05;-4232.05691694;0;0
293.1;-4232.05691694;0;0
293.15;-4232.05691694;0;0
293.2;-4232.05691694;0;0
293.25;-4232.05691694;0;0
293.3;-4232.05691694;0;0
293.35;-4232.05691694;0;0
293.4;-4232.05691694;0;0
293.45;-4232.05691694;0;0
293.5;-4232.05691694;0;0
293.55;-4232.05691694;0;0
293.6;-4232.05691694;0;0
293.65;-4232.05691694;0;0
293.7;-4232.05691694;0;0
293.75;-4232.05691694;0;0
293.8;-4232.05691694;0;0
293.85;-4232.05691694;0;0
293.9;-4232.05691694;0;0
293.95;-4232.05691694;0;0
294;-4232.05691694;0;0
294.05;-4232.05691694;0;0
294.1;-4232.05691694;0;0
294.15;-4232.05691694;0;0
294.2;-4232.05691694;0;0
294.25;-4232.05691694;0;0
294.3;-4232.05691694;0;0
294.35;-4232.05691694;0;0
294.4;-4232.05691694;0;0
294.45;-4232.05691694;0;0
294.5;-4232.05691694;0;0
294.55;-4232.05691694;0;0
294.6;-4232.05691694;0;0
294.65;-4232.05691694;0;0
294.7;-4232.05691694;0;0
294.75;-4232.05691694;0;0
294.8;-4232.05691694;0;0
294.85;-4232.05691694;0;0
294.9;-4232.05691694;0;0
294.95;-4232.05691694;0;0
295;-4232.05691694;0;0
295.05;-4232.05691694;0;0
295.1;-4232.05691694;0;0
295.15;-4232.05691694;0;0
295.2;-4232.05691694;0;0
295.25;-4232.05691694;0;0
295.3;-4232.05691694;0;0
295.35;-4232.05691694;0;0
295.4;-4232.05691694;0;0
295.45;-4232.05691694;0;0
295.5;-4232.05691694;0;0
295.55;-4232.05691694;0;0
295.6;-4232.05691694;0;0
295.65;-4232.05691694;0;0
295.7;-4232.05691694;0;0
295.75;-4232.05691694;0;0
295.8;-4232.05691694;0;0
295.85;-4232.05691694;0;0
295.9;-4232.05691694;0;0
295.95;-4232.05691694;0;0
296;-4232.05691694;0;0
296.05;-4232.05691694;0;0
296.1;-4232.05691694;0;0
296.15;-4232.05691694;0;0
296.2;-4232.05691694;0;0
296.25;-4232.05691694;0;0
296.3;-4232.05691694;0;0
296.35;-4232.05691694;0;0
296.4;-4232.05691694;0;0
296.45;-4232.05691694;0;0
296.5;-4232.05691694;0;0
296.55;-4232.05691694;0;0
296.6;-4232.05691694;0;0
296.65;-4232.05691694;0;0
296.7;-4232.05691694;0;0
296.75;-4232.05691694;0;0
296.8;-4232.05691694;0;0
296.85;-4232.05691694;0;0
296.9;-4232.05691694;0;0
296.95;-4232.05691694;0;0
297;-4232.05691694;0;0
297.05;-4232.05691694;0;0
297.1;-4232.05691694;0;0
297.15;-4232.05691694;0;0
297.2;-4232.05691694;0;0
297.25;-4232.05691694;0;0
297.3;-4232.05691694;0;0
297.35;-4232.05691694;0;0
297.4;-4232.05691694;0;0
297.45;-4232.05691694;0;0
297.5;-4232.05691694;0;0
297.55;-4232.05691694;0;0
297.6;-4232.05691694;0;0
297.65;-4232.05691694;0;0
297.7;-4232.05691694;0;0
297.75;-4232.05691694;0;0
297.8;-4232.05691694;0;0
297.85;-4232.05691694;0;0
297.9;-4232.05691694;0;0
297.95;-4232.05691694;0;0
298;-4232.05691694;0;0
298.05;-4232.05691694;0;0
298.1;-4232.05691694;0;0
298.15;-4232.05691694;0;0
298.2;-4232.05691694;0;0
298.25;-4232.05691694;0;0
298.3;-4232.05691694;0;0
298.35;-4232.05691694;0;0
298.4;-4232.05691694;0;0
298.45;-4232.05691694;0;0
298.5;-4232.05691694;0;0
298.55;-4232.05691694;0;0
298.6;-4232.05691694;0;0
298.65;-4232.05691694;0;0
298.7;-4232.05691694;0;0
298.75;-4232.05691694;0;0
298.8;-4232.05691694;0;0
298.85;-4232.05691694;0;0
298.9;-4232.05691694;0;0
298.95;-4232.05691694;0;0
299;-4232.05691694;0;0
299.05;-4232.05691694;0;0
299.1;-4232.05691694;0;0
299.15;-4232.05691694;0;0
299.2;-4232.05691694;0;0
299.25;-4232.05691694;0;0
299.3;-4232.05691694;0;0
299.35;-4232.05691694;0;0
299.4;-4232.05691694;0;0
299.45;-4232.05691694;0;0
299.5;-4232.05691694;0;0
299.55;-4232.05691694;0;0
299.6;-4232.05691694;0;0
299.65;-4232.05691694;0;0
299.7;-4232.05691694;0;0
299.75;-4232.05691694;0;0
299.8;-4232.05691694;0;0
299.85;-4232.05691694;0;0
299.9;-4232.05691694;0;0
299.95;-4232.05691694;0;0
300;-4232.05691694;0;0
300.05;-4232.05691694;0;0
300.1;-4232.05691694;0;0
300.15;-4232.05691694;0;0
300.2;-4232.05691694;0;0
300.25;-4232.05691694;0;0
300.3;-4232.05691694;0;0
300.35;-4232.05691694;0;0
300.4;-4232.05691694;0;0
300.45;-4232.05691694;0;0
300.5;-4232.05691694;0;0
300.55;-4232.05691694;0;0
300.6;-4232.05691694;0;0
300.65;-4232.05691694;0;0
300.7;-4232.05691694;0;0
300.75;-4232.05691694;0;0
300.8;-4232.05691694;0;0
