"Новый: Время (с)";"Новый: Угол (rad)";"Новый: Скорость (rad/с)";"Новый: Ускорение (rad/с²)"
113.1;-2698.87243553;-18.1902092889;-0.662578601847
113.15;-2699.78000674;-18.2774757444;-0.63025794445
113.2;-2700.70503124;-18.2871720333;0.0538677160451
113.25;-2701.61260245;-18.22899445;0.145443802473
113.3;-2702.52017367;-18.2774758111;0.274727993834
113.35;-2703.44519817;-18.2483869444;1.0127222284
113.4;-2704.35276938;-18.1029428444;0.527908404313
113.45;-2705.2428873;-18.1611204722;-0.500974064826
113.5;-2706.1679118;-18.2386906556;-0.14005751543
113.55;-2707.07548301;-18.1805130389;0.377076790139
113.6;-2707.98305422;-18.1611205444;0.296274703714
113.65;-2708.89062544;-18.1514242722;0.145444364188
113.7;-2709.79819665;-18.1514242222;0.0323213734426
113.75;-2710.70576786;-18.1514242056;0.00538708950332
113.8;-2711.61333907;-18.1514242;1.04946617322E-007
113.85;-2712.52091028;-18.1514242;1.85259274588E-008
113.9;-2713.42848149;-18.1514242;-1.85213168259E-008
113.95;-2714.3360527;-18.1514242;-1.04938888196E-007
114;-2715.24362391;-18.1514242056;-2.71593213104E-007
114.05;-2716.15119512;-18.1514242222;-4.660435593E-007
114.1;-2717.05876633;-18.1514242722;-2.80879850736E-007
114.15;-2717.96633755;-18.1514242722;0.00538709874812
114.2;-2718.87390876;-18.1514242222;0.0377081913565
114.25;-2719.78147997;-18.1514242056;0.18315208026
114.3;-2720.68905118;-18.1417279278;0.47942689817
114.35;-2721.59662239;-18.1126391111;0.851117250001
114.4;-2722.5041936;-18.0253726611;0.67335224071
114.45;-2723.39431152;-18.0156763889;-0.0161604537214
114.5;-2724.30188273;-18.0738540222;8.98441814772E-012
114.55;-2725.20945394;-18.0156763889;0.0215472716227
114.6;-2726.09957186;-18.0253726611;-0.635644512333
114.65;-2727.00714307;-18.1126391111;-0.662578601851
114.7;-2727.91471428;-18.1320316556;0.032320907411
114.75;-2728.82228549;-18.1126391111;0.813409503088
114.8;-2729.7298567;-18.0156763889;0.926532675921
114.85;-2730.61997462;-17.9865875722;0.323209055547
114.9;-2731.52754583;-17.9865875722;-0.280114614221
114.95;-2732.41766375;-18.0156763944;-0.743381037047
115;-2733.32523496;-18.1029428556;-0.339369722209
115.05;-2734.23280617;-18.0932466167;0.781088780882
115.1;-2735.14037739;-17.9865875722;1.1527795926
115.15;-2736.0304953;-17.8993210722;0.150831086412
115.2;-2736.92061322;-17.9768912833;-0.797249243836
115.25;-2737.82818443;-18.0641577444;-0.285501515431
115.3;-2738.73575564;-18.0059801167;0.350143080258
115.35;-2739.62587356;-17.9865875722;0.323209055563
115.4;-2740.53344477;-17.9768913;0.296274981476
115.45;-2741.42356269;-17.9671950278;0.355529981473
115.5;-2742.3311339;-17.9478024833;0.495587246915
115.55;-2743.22125182;-17.8799285778;0.00538681791045
115.6;-2744.11136974;-17.9478024833;-0.457879521599
115.65;-2745.01894095;-17.9671950278;-0.172378172847
115.7;-2745.90905887;-17.9671950278;0.177764990732
115.75;-2746.81663008;-17.9478024833;0.490200429014
115.8;-2747.706748;-17.8799285778;0.145444083342
115.85;-2748.59686592;-17.9381062111;-0.161604533948
115.9;-2749.50443713;-17.9381062111;0.204699101838
115.95;-2750.39455505;-17.8799285778;0.0377078302277
116;-2751.28467297;-17.9381062056;-0.0161601820941
116.05;-2752.19224418;-17.9284099167;0.635644978423
116.1;-2753.0823621;-17.8411434167;0.667965700623
116.15;-2753.97248001;-17.8217508722;-2.80889482538E-007
116.2;-2754.86259793;-17.8411434667;-0.667965885816
116.25;-2755.75271585;-17.9284099333;-0.635644783941
116.3;-2756.66028706;-17.9381062111;0.0215471666846
116.35;-2757.55040498;-17.8799285778;-1.85078283563E-008
116.4;-2758.4405229;-17.9381062111;-0.0161604351912
116.45;-2759.34809411;-17.9284099389;0.673352342584
116.5;-2760.23821203;-17.8411434833;0.8511175
116.55;-2761.12832995;-17.81205465;0.479427259265
116.6;-2762.01844787;-17.8023583278;0.18315208951
116.65;-2762.90856578;-17.8023583278;0.03770744444
116.7;-2763.7986837;-17.8023583778;0.00538635493012
116.75;-2764.68880162;-17.8023583944;-2.50005783976E-007
116.8;-2765.57891954;-17.8023584;-3.64350525059E-012
116.85;-2766.46903746;-17.8023583944;2.50003985908E-007
116.9;-2767.35915538;-17.8023583778;4.62964205244E-007
116.95;-2768.2492733;-17.8023583278;2.80860527921E-007
117;-2769.13939121;-17.8023583278;0.00538654013034
117.05;-2770.02950913;-17.8023583778;0.037707280879
117.1;-2770.91962705;-17.8023583944;0.183151641984
117.15;-2771.80974497;-17.7926621222;0.474040141968
117.2;-2772.69986289;-17.7635732889;0.813409947519
117.25;-2773.58998081;-17.6763067889;0.490200706785
117.3;-2774.46264543;-17.6763067889;-0.484813888887
117.35;-2775.35276335;-17.7635732889;-0.775702222226
117.4;-2776.24288127;-17.7926621222;-0.290888333339
117.45;-2777.13299919;-17.7926621222;0.296275154324
117.5;-2778.02311711;-17.7635732889;0.813409969142
117.55;-2778.91323503;-17.6763067889;0.66796580248
117.6;-2779.78589965;-17.6666105111;-0.0161604629554
117.65;-2780.67601757;-17.7247881778;0.00538681789483
117.7;-2781.56613549;-17.6666105111;0.0538681913488
117.75;-2782.43880011;-17.6763067889;-0.484813975307
117.8;-2783.32891803;-17.7538770167;-0.339369910486
117.85;-2784.21903595;-17.7538770278;0.517134515432
117.9;-2785.10915387;-17.6666105667;0.781088956769
117.95;-2785.9818185;-17.6375217;0.290888429001
118;-2786.87193641;-17.6375217;-0.290888428998
118.05;-2787.74460104;-17.6666105667;-0.77570213887
118.1;-2788.63471896;-17.7538770278;-0.479426790115
118.15;-2789.52483688;-17.7538770167;0.522521719123
118.2;-2790.4149548;-17.6666105167;0.958853950599
118.25;-2791.28761942;-17.6278254222;0.764928129619
118.3;-2792.17773734;-17.5987366389;0.522521339517
118.35;-2793.05040197;-17.5405589722;-0.285501317883
118.4;-2793.92306659;-17.6278254278;-0.969627503084
118.45;-2794.81318451;-17.7150919222;-0.290888379634
118.5;-2795.70330243;-17.6569142889;0.490200641971
118.55;-2796.57596706;-17.6278254278;0.614097521604
118.6;-2797.46608497;-17.5987366056;0.635644481477
118.65;-2798.3387496;-17.5308627333;0.0323209074009
118.7;-2799.21141423;-17.5987366056;-0.484813580245
118.75;-2800.10153214;-17.6181291556;-0.317822537027
118.8;-2800.97419677;-17.6278254722;-0.113123388875
118.85;-2801.86431469;-17.6278254722;0.1562179321
118.9;-2802.73697932;-17.6181291556;0.500974345663
118.95;-2803.62709723;-17.5890403333;0.964240376524
119;-2804.49976186;-17.4920776444;0.813409521607
119.05;-2805.37242649;-17.4726850667;1.14218073024E-007
119.1;-2806.24509111;-17.4920776111;-0.808022796282
119.15;-2807.11775574;-17.5890403667;-0.926532679017
119.2;-2808.00787366;-17.61812915;-0.317822141986
119.25;-2808.88053828;-17.61812915;0.323208981483
119.3;-2809.7706562;-17.5890403667;0.964240487661
119.35;-2810.64332083;-17.4920776056;0.991174771603
119.4;-2811.51598545;-17.4629887778;0.474040058622
119.45;-2812.38865008;-17.4532925056;0.00538663270513
119.5;-2813.2613147;-17.4629887944;-0.436332697523
119.55;-2814.13397933;-17.4920776611;-0.808022962958
119.6;-2815.00664396;-17.5793441111;-0.490200151228
119.65;-2815.89676188;-17.5793440611;0.490200876547
119.7;-2816.7694265;-17.4920775944;0.813409688271
119.75;-2817.64209113;-17.4629887778;0.474039895067
119.8;-2818.51475575;-17.4532925167;0.183151549392
119.85;-2819.38742038;-17.4532925556;0.037707725307
119.9;-2820.26008501;-17.4532925167;0.00538708022488
119.95;-2821.13274963;-17.4532925056;9.87553071418E-008
120;-2822.00541426;-17.4532925056;-9.87524590496E-008
120.05;-2822.87807888;-17.4532925167;-2.62329458896E-007
120.1;-2823.75074351;-17.4532925556;2.00136203906E-012
120.15;-2824.62340814;-17.4532925167;0.00538708022572
120.2;-2825.49607276;-17.4532925056;0.0377078271507
120.25;-2826.36873739;-17.4532925056;0.183151728409
120.3;-2827.24140201;-17.4435962444;0.474039796317
120.35;-2828.11406664;-17.4145074611;0.813409672849
120.4;-2828.98673127;-17.3272409611;0.490200904308
120.45;-2829.8419426;-17.3272409167;-0.48481361113
120.5;-2830.71460722;-17.4145074111;-0.775702253096
120.55;-2831.58727185;-17.4435962778;-0.285501515422
120.6;-2832.45993648;-17.4435962444;0.328596089523
120.65;-2833.3326011;-17.4145074167;0.958853753085
120.7;-2834.20526573;-17.3175446889;0.958853669742
120.75;-2835.06047706;-17.2884558722;0.323209089495
120.8;-2835.93314169;-17.2884558722;-0.317822271597
120.85;-2836.78835302;-17.3175446889;-0.926532762329
120.9;-2837.66101765;-17.4145074167;-0.808022851854
120.95;-2838.53368227;-17.4338999722;-1.94455797637E-007
121;-2839.4063469;-17.4145074611;0.81340968826
121.05;-2840.27901153;-17.3175446889;0.964240966055
121.1;-2841.13422286;-17.2884558222;0.500974250018
121.15;-2842.00688748;-17.2787595833;0.150830703704
121.2;-2842.86209882;-17.2787595944;-0.14544426853
121.25;-2843.73476344;-17.2884558722;-0.463266506185
121.3;-2844.58997478;-17.3175446944;-0.781088780859
121.35;-2845.4626394;-17.4048111556;-0.339369725297
121.4;-2846.33530403;-17.3951149167;0.813409688261
121.45;-2847.20796866;-17.2884558722;1.30361049382
121.5;-2848.06317999;-17.1914931;0.474040160506
121.55;-2848.91839132;-17.2496707667;-0.3070488148
121.6;-2849.79105595;-17.2690633222;-0.285501515429
121.65;-2850.64626728;-17.2787596;-0.145444166685
121.7;-2851.51893191;-17.2787596;-0.026934104947
121.75;-2852.37414324;-17.2787596;0.0323209228514
121.8;-2853.24680787;-17.2787596;0.183151895075
121.85;-2854.1020192;-17.2690633222;0.468653342594
121.9;-2854.97468383;-17.2399744944;0.781088876523
121.95;-2855.82989516;-17.1527080056;0.344756345667
122;-2856.68510649;-17.1624043167;-0.775702058637
122.05;-2857.54031783;-17.2690633222;-1.11507148765
122.1;-2858.41298245;-17.3563297778;0.0323208395172
122.15;-2859.28564708;-17.2690633278;1.2712890926
122.2;-2860.14085841;-17.1527080556;1.10429785185
122.25;-2860.99606975;-17.1236192278;0.177765271598
122.3;-2861.85128108;-17.1430117333;-0.630257694449
122.35;-2862.70649241;-17.2302782222;-0.630257975301
122.4;-2863.57915704;-17.2399745056;0.0215470895136
122.45;-2864.43436837;-17.1817968778;-6.790489356E-008
122.5;-2865.28957971;-17.2399745111;-0.0161603858079
122.55;-2866.16224433;-17.2302782333;0.673352422835
122.6;-2867.01745567;-17.1430117722;0.845730709878
122.65;-2867.872667;-17.1139229167;0.441719154319
122.7;-2868.72787833;-17.1042266778;-9.56911073836E-008
122.75;-2869.58308967;-17.11392295;-0.430945336418
122.8;-2870.438301;-17.1430117333;-0.77031504319
122.85;-2871.29351233;-17.2302782222;-0.307048898135
122.9;-2872.16617696;-17.2205819611;0.958853503079
122.95;-2873.02138829;-17.1042266944;1.58911146603
123;-2873.87659963;-16.9878714111;0.781089043204
123.05;-2874.71435767;-16.9878713611;-0.781088317893
123.1;-2875.569569;-17.1042266278;-1.58372474074
123.15;-2876.42478033;-17.2205819444;-0.921146308646
123.2;-2877.29744496;-17.2302782333;0.490200243827
123.25;-2878.15265629;-17.1333155111;1.24974183642
123.3;-2879.00786763;-17.0751378667;1.28206293828
123.35;-2879.86307896;-16.9781751056;0.673352321
123.4;-2880.700837;-16.9781751389;-0.452492796308
123.45;-2881.55604834;-17.0654415889;-0.802635750012
123.5;-2882.41125967;-17.0945303722;-0.436332231478
123.55;-2883.266471;-17.1042266778;-2.77737398512E-008
123.6;-2884.12168234;-17.0945304;0.436332530869
123.65;-2884.97689367;-17.0654415389;0.808022898147
123.7;-2885.832105;-16.9781750889;0.495587033941
123.75;-2886.66986304;-16.9781751333;-0.452492984562
123.8;-2887.52507438;-17.0654415889;-0.630257666647
123.85;-2888.38028571;-17.0848341;0.00538679939394
123.9;-2889.23549704;-17.0654415889;0.667965305548
123.95;-2890.09070838;-16.9781751389;0.641031444424
124;-2890.92846642;-16.9684788333;0.0161604753046
124.05;-2891.78367775;-17.0266565;0.183151799396
124.1;-2892.63888909;-16.9587825889;0.490200793208
124.15;-2893.47664713;-16.9393899944;0.145444466039
124.2;-2894.33185846;-16.9393899833;-0.323209074079
124.25;-2895.1696165;-16.9684788111;-0.781088978398
124.3;-2896.02482783;-17.0557453111;-0.479427157396
124.35;-2896.88003917;-17.0557453167;0.522521348778
124.4;-2897.7352505;-16.9684788333;0.958853586411
124.45;-2898.57300854;-16.9296937778;0.764928129623
124.5;-2899.42821988;-16.9006049556;0.52252170062
124.55;-2900.26597792;-16.8424272722;-0.285500966051
124.6;-2901.10373596;-16.9296937111;-0.969627219132
124.65;-2901.95894729;-17.0169601722;-0.290888527776
124.7;-2902.81415862;-16.9587825889;0.490200166658
124.75;-2903.65191667;-16.9296937722;0.614097503089
124.8;-2904.507128;-16.9006049056;0.635644873476
124.85;-2905.34488604;-16.8327309889;0.0323209074176
124.9;-2906.18264408;-16.9006049056;-0.484813972234
124.95;-2907.03785541;-16.9199975;-0.317822518546
125;-2907.87561346;-16.9296937722;-0.113122913597
125.05;-2908.73082479;-16.9296937222;0.15083126236
125.1;-2909.56858283;-16.9199974389;0.468653157428
125.15;-2910.42379416;-16.8909086333;0.813409141974
125.2;-2911.2615522;-16.8036422333;0.490200169749
125.25;-2912.09931025;-16.8036422333;-0.484813330246
125.3;-2912.93706829;-16.8909086333;-0.775701333337
125.35;-2913.79227962;-16.9199974333;-0.285501182095
125.4;-2914.63003766;-16.9199974333;0.32859572531
125.45;-2915.48524899;-16.8909086333;0.958853141969
125.5;-2916.32300703;-16.7939459611;0.958853308648
125.55;-2917.16076508;-16.7648571444;0.328596172851
125.6;-2917.99852312;-16.7648570944;-0.285500885807
125.65;-2918.83628116;-16.7939458944;-0.775701527789
125.7;-2919.6740392;-16.8812123389;-0.484813611116
125.75;-2920.52925053;-16.8812123444;0.490200179011
125.8;-2921.36700857;-16.7939459111;0.813409040139
125.85;-2922.20476661;-16.7648571444;0.47403969446
125.9;-2923.04252466;-16.7551608722;0.177765271591
125.95;-2923.8802827;-16.7551608222;4.66035869648E-007
126;-2924.71804074;-16.7551608056;-0.17776472222
126.05;-2925.55579878;-16.7648570722;-0.468653070986
126.1;-2926.39355682;-16.7939458889;-0.775701839501
126.15;-2927.23131486;-16.8812123444;-0.307048787037
126.2;-2928.08652619;-16.8715160833;0.964240188263
126.25;-2928.92428423;-16.75516085;1.62681908642
126.3;-2929.76204228;-16.6388055389;0.964240694454
126.35;-2930.58234702;-16.6291092333;-0.307048901239
126.4;-2931.42010506;-16.7163757667;-0.775702253099
126.45;-2932.25786311;-16.7454645944;-0.46326622531
126.5;-2933.09562115;-16.7551608222;-0.145443700609
126.55;-2933.93337919;-16.7551608056;0.145444336425
126.6;-2934.77113723;-16.7454645278;0.468653259267
126.65;-2935.60889527;-16.7163757111;0.813409524692
126.7;-2936.44665331;-16.6291092611;0.490200432086
126.75;-2937.26695806;-16.6291092611;-0.484813611113
126.8;-2938.1047161;-16.7163757111;-0.775701777766
126.85;-2938.94247414;-16.7454645278;-0.290888166666
126.9;-2939.78023218;-16.7454645278;0.296274984562
126.95;-2940.61799022;-16.7163757111;0.813409503085
127;-2941.45574826;-16.6291092611;0.66796541975
127.05;-2942.27605301;-16.6194129889;-0.0107736357948
127.1;-2943.11381105;-16.6775906222;0.0377077253162
127.15;-2943.95156909;-16.6194129889;0.199312262327
127.2;-2944.77187384;-16.6194129889;-0.193925444463
127.25;-2945.60963188;-16.6775906222;9.67522358527E-012
127.3;-2946.44738992;-16.6194129889;0.199312262368
127.35;-2947.26769467;-16.6194129889;-0.161604537033
127.4;-2948.10545271;-16.6775906222;0.150830901229
127.45;-2948.94321075;-16.6097167167;0.522521336414
127.5;-2949.7635155;-16.5903241722;0.323209074062
127.55;-2950.60127354;-16.5806279;0.118509993826
127.6;-2951.42157829;-16.5806279;-0.11312317591
127.65;-2952.25933633;-16.5903241722;-0.280114530858
127.7;-2953.07964108;-16.6097167167;-0.307048620381
127.75;-2953.91739912;-16.66789435;0.47403997531
127.8;-2954.75515716;-16.5709316278;1.30360993211
127.85;-2955.57546191;-16.4642726333;0.808022685183
127.9;-2956.39576666;-16.4545763611;-0.371690435198
127.95;-2957.21607141;-16.5418428111;-0.92653267901
128;-2958.05382945;-16.5806279;-0.754154506168
128.05;-2958.8741342;-16.6097167167;-0.490200429023
128.1;-2959.71189224;-16.66789435;0.43633225
128.15;-2960.54965028;-16.5709316278;1.3036099352
128.2;-2961.36995503;-16.4642726333;0.845730432101
128.25;-2962.19025978;-16.4545763611;-0.188538521616
128.3;-2963.01056453;-16.5321465333;-0.452492432106
128.35;-2963.84832257;-16.5418427889;0.0592554629664
128.4;-2964.66862732;-16.4836651056;0.00538709876574
128.45;-2965.48893206;-16.5418427389;-0.0161607345527
128.5;-2966.3266901;-16.5321465167;0.667964953712
128.55;-2967.14699485;-16.4448800833;0.813409231462
128.6;-2967.9672996;-16.4157912722;0.296274882704
128.65;-2968.78760435;-16.4157912722;-0.290888166653
128.7;-2969.6079091;-16.4448800889;-0.775701675904
128.75;-2970.42821385;-16.5321465333;-0.484813339512
128.8;-2971.26597189;-16.5321465167;0.490200895046
128.85;-2972.08627664;-16.4448800167;0.813409783946
128.9;-2972.90658138;-16.4157912;0.468652876536
128.95;-2973.72688613;-16.4060949778;0.145443617284
129;-2974.54719088;-16.4060949944;-0.145444351849
129.05;-2975.36749563;-16.4157912722;-0.468653240736
129.1;-2976.18780038;-16.4448800889;-0.813409419744
129.15;-2977.00810513;-16.5321465333;-0.484813342593
129.2;-2977.84586317;-16.5321465167;0.527908620379
129.25;-2978.66616792;-16.4448800167;0.99656159568
129.3;-2979.48647266;-16.4060949278;0.948079691338
129.35;-2980.30677741;-16.3673098889;0.991174132708
129.4;-2981.12708216;-16.28004345;0.495587246929
129.45;-2981.92993362;-16.2800434389;-0.630257333314
129.5;-2982.75023837;-16.3770061111;-1.1042974105
129.55;-2983.57054311;-16.4254874722;-0.808022966061
129.6;-2984.39084786;-16.4933614278;0.177764546298
129.65;-2985.2286059;-16.4060949944;1.12584477469
129.7;-2986.03145736;-16.3091322722;0.791862398151
129.75;-2986.85176211;-16.3382210722;0.474040419758
129.8;-2987.67206686;-16.2703471167;0.199312543203
129.85;-2988.47491831;-16.2800433889;-0.63025795372
129.9;-2989.29522306;-16.3673098889;-0.808023046307
129.95;-2990.11552781;-16.3963987167;-0.290888163569
130;-2990.93583256;-16.3963987056;0.328596274706
130.05;-2991.75613731;-16.3673098389;0.95885395062
130.1;-2992.57644205;-16.2703471111;0.958853574072
130.15;-2993.37929351;-16.2412583278;0.32320907408
130.2;-2994.19959826;-16.2412582944;-0.317822243815
130.25;-2995.00244971;-16.2703471167;-0.926533043221
130.3;-2995.82275446;-16.3673098889;-0.808023067921
130.35;-2996.64305921;-16.3867024444;0.00538681790551
130.4;-2997.46336396;-16.3673098889;0.845730793222
130.45;-2998.28366871;-16.2703471167;1.10968485185
130.5;-2999.08652016;-16.2315620222;0.79724903703
130.55;-2999.90682491;-16.2024732389;0.527908154319
130.6;-3000.70967637;-16.1442955722;-0.285501336417
130.65;-3001.51252782;-16.2315620278;-0.975014404328
130.7;-3002.33283257;-16.3188285278;-0.323209456791
130.75;-3003.15313732;-16.2606509056;0.34475634568
130.8;-3003.95598878;-16.24125835;0.323209456792
130.85;-3004.77629353;-16.2315620278;0.290888530873
130.9;-3005.57914498;-16.22186575;0.32320906482
130.95;-3006.39944973;-16.2024732389;0.344756367297
131;-3007.20230119;-16.1442955722;-0.323208959877
131.05;-3008.00515264;-16.2315620222;-0.975014154347
131.1;-3008.82545739;-16.3188285056;-0.285501367299
131.15;-3009.64576214;-16.2606508389;0.527908182113
131.2;-3010.44861359;-16.2315620278;0.797248768544
131.25;-3011.26891834;-16.1927769833;1.10968427468
131.3;-3012.0717698;-16.0958142611;0.845730623428
131.35;-3012.87462126;-16.0764216722;0.00538709875794
131.4;-3013.67747271;-16.0958142111;-0.808022712944
131.45;-3014.48032417;-16.1927769667;-0.926532660472
131.5;-3015.30062892;-16.22186575;-0.317822138899
