Новый: Время (с)	Новый: Угол (rad)	Новый: Скорость (rad/с)	Новый: Ускорение (rad/с?)
0	0	0	-0.421249221
0.05	0	-0.01454441	-0.59685951
0.1	0	-0.040724349	-0.835495577
0.15	0	-0.126051557	-0.660962652
0.2	-0.017453293	-0.135747831	-0.037169049
0.25	-0.017453293	-0.077570189	-0.375999944
0.3	-0.017453293	-0.145444104	-1.594498329
0.35	-0.034906585	-0.203621746	-4.093982196
0.4	-0.034906585	-0.397547219	-9.906359551
0.45	-0.052359878	-1.076286372	-18.16435259
0.5	-0.122173048	-2.239839207	-26.03449468
0.55	-0.261799388	-3.771850439	-31.85225885
0.6	-0.488692191	-5.555964786	-34.8096223
0.65	-0.820304748	-7.330382858	-36.07013787
0.7	-1.221730476	-9.124193478	-38.10096852
0.75	-1.727875959	-11.05375193	-42.02795933
0.8	-2.321287905	-13.20632467	-47.59792985
0.85	-3.019419606	-15.89219247	-50.13512145
0.9	-3.892084232	-18.78168201	-41.27380472
0.95	-4.956735076	-20.48822616	-23.21718851
1	-6.003932627	-20.88577338	-8.554268062
1.05	-7.051130178	-20.94395102	-1.777650163
1.1	-8.098327729	-20.90516593	0.517134594
1.15	-9.14552528	-20.81789947	0.511747775
1.2	-10.17526954	-20.81789947	-0.301661847
1.25	-11.22246709	-20.89546966	-0.33398276
1.3	-12.26966464	-20.89546966	0.377077306
1.35	-13.31686219	-20.81789947	0.495587317
1.4	-14.34660645	-20.80820319	-0.016160456
1.45	-15.393804	-20.86638084	0.177765017
1.5	-16.44100155	-20.79850692	0.495587321
1.55	-17.47074581	-20.77911437	0.177765021
1.6	-18.51794336	-20.77911437	-0.172378195
1.65	-19.54768762	-20.79850692	-0.452492771
1.7	-20.59488517	-20.86638083	0.037707726
1.75	-21.64208272	-20.79850692	0.635644601
1.8	-22.67182698	-20.7694181	0.614097328
1.85	-23.71902453	-20.74032928	0.495587319
1.9	-24.74876879	-20.68215164	-0.253180475
1.95	-25.77851305	-20.7694181	-0.79186234
2	-26.8257106	-20.84698829	0.150830926
2.05	-27.87290815	-20.75972182	1.152779193
2.1	-28.90265241	-20.65306282	0.781088703
2.15	-29.93239667	-20.64336654	-0.339369578
2.2	-30.96214093	-20.730633	-0.743380975
2.25	-32.00933848	-20.75972183	-0.280114567
2.3	-33.03908274	-20.75972182	0.328595942
2.35	-34.08628029	-20.730633	0.958853721
2.4	-35.11602455	-20.63367027	0.95885372
2.45	-36.14576881	-20.60458145	0.333982758
2.5	-37.17551307	-20.60458145	-0.247793655
2.55	-38.20525733	-20.63367027	-0.592550051
2.6	-39.23500158	-20.71124046	-0.016160458
2.65	-40.28219914	-20.68215164	1.265902386
2.7	-41.31194339	-20.50761871	1.120458286
2.75	-42.32423436	-20.48822616	-0.484813679
2.8	-43.35397862	-20.59488517	-1.405959676
2.85	-44.38372288	-20.71124046	-0.74338098
2.9	-45.43092043	-20.71124046	0.786475526
2.95	-46.46066469	-20.59488517	1.589111512
3	-47.49040895	-20.47852989	0.958853727
3.05	-48.50269991	-20.46883362	-0.301661847
3.1	-49.53244417	-20.55610008	-0.73799416
3.15	-50.56218843	-20.5851889	-0.280114569
3.2	-51.59193269	-20.5851889	0.328595942
3.25	-52.62167695	-20.55610008	0.958853723
3.3	-53.65142121	-20.45913734	0.958853724
3.35	-54.66371217	-20.43004852	0.32859594
3.4	-55.69345643	-20.43004852	-0.285501391
3.45	-56.7057474	-20.45913734	-0.775701889
3.5	-57.73549166	-20.54640381	-0.48481368
3.55	-58.76523591	-20.54640381	0.484813678
3.6	-59.79498017	-20.45913734	0.781088705
3.65	-60.80727114	-20.43004852	0.328595941
3.7	-61.8370154	-20.43004852	-0.107736371
3.75	-62.84930636	-20.44944107	-0.301661846
3.8	-63.87905062	-20.50761871	0.328595939
3.85	-64.90879488	-20.42035225	0.980401
3.9	-65.92108585	-20.33308579	0.323209119
3.95	-66.93337681	-20.39126343	-0.339369576
4	-67.96312107	-20.41065597	-0.285501387
4.05	-68.97541204	-20.42035225	-0.107736372
4.1	-70.0051563	-20.42035225	0.15621774
4.15	-71.01744726	-20.41065597	0.500974134
4.2	-72.04719152	-20.38156715	0.964240542
4.25	-73.05948249	-20.28460442	0.818796439
4.3	-74.07177345	-20.26521187	0.03770773
4.35	-75.08406442	-20.28460442	-0.624870965
4.4	-76.09635539	-20.37187088	-0.452492766
4.45	-77.12609965	-20.37187088	0.4902005
4.5	-78.13839061	-20.28460442	0.775701888
4.55	-79.15068158	-20.2555156	0.290888206
4.6	-80.16297254	-20.2555156	-0.290888208
4.65	-81.17526351	-20.28460442	-0.770315068
4.7	-82.18755448	-20.37187088	-0.447105949
4.75	-83.21729874	-20.37187088	0.673352333
4.8	-84.2295897	-20.27490814	1.282062842
4.85	-85.24188067	-20.2167305	1.255128751
4.9	-86.25417163	-20.11976777	0.527908233
4.95	-87.24900931	-20.12946404	-0.743380975
5	-88.26130027	-20.23612305	-1.147392376
5.05	-89.27359124	-20.32338951	-0.145444104
5.1	-90.3033355	-20.24581932	0.834956894
5.15	-91.29817317	-20.15855286	0.468653225
5.2	-92.31046414	-20.20703423	0.129283648
5.25	-93.3227551	-20.19733795	0.52790823
5.3	-94.33504607	-20.11976777	0.382464126
5.35	-95.32988374	-20.11976777	-0.339369576
5.4	-96.34217471	-20.19733795	-0.344756393
5.45	-97.35446568	-20.19733795	0.3447564
5.5	-98.36675664	-20.11976777	0.3447564
5.55	-99.36159432	-20.11976776	-0.339369581
5.6	-100.3738853	-20.19733795	-0.301661868
5.65	-101.3861762	-20.19733796	0.560229136
5.7	-102.3984672	-20.11007149	0.964240567
5.75	-103.3933049	-20.0712864	0.764928247
5.8	-104.4055959	-20.04219758	0.522521377
5.85	-105.4004335	-19.98401994	-0.285501398
5.9	-106.3952712	-20.0712864	-0.96962734
5.95	-107.4075622	-20.15855286	-0.290888191
6	-108.4198531	-20.10037522	0.490200512
6.05	-109.4146908	-20.0712864	0.614097358
6.1	-110.4269818	-20.04219757	0.635644613
6.15	-111.4218194	-19.97432366	0.037707702
6.2	-112.4166571	-20.04219758	-0.447105981
6.25	-113.4289481	-20.06159013	-0.134670479
6.3	-114.4237858	-20.06159013	0.355530041
6.35	-115.4360767	-20.0325013	0.931919657
6.4	-116.4309144	-19.93553857	0.813409643
6.45	-117.4257521	-19.91614602	0.037707731
6.5	-118.4205897	-19.93553857	-0.624870986
6.55	-119.4154274	-20.02280503	-0.45249279
6.6	-120.4277184	-20.02280503	0.495587314
6.65	-121.4225561	-19.93553857	0.813409615
6.7	-122.4173937	-19.90644975	0.468653238
6.75	-123.4122314	-19.89675347	0.150830955
6.8	-124.4070691	-19.89675347	-0.107736358
6.85	-125.4019068	-19.90644974	-0.285501391
6.9	-126.3967444	-19.92584229	-0.339369595
6.95	-127.3915821	-19.98401994	0.323209103
7	-128.4038731	-19.89675347	0.98040098
7.05	-129.3812575	-19.80948701	0.3232091
7.1	-130.3760951	-19.86766466	-0.333982748
7.15	-131.3709328	-19.8870572	-0.253180457
7.2	-132.3657705	-19.89675347	0.037707729
7.25	-133.3606081	-19.8870572	0.441719144
7.3	-134.3554458	-19.85796838	0.808022827
7.35	-135.3502835	-19.77070191	0.495587304
7.4	-136.3276679	-19.77070192	-0.452492803
7.45	-137.3225055	-19.85796838	-0.624870965
7.5	-138.3173432	-19.87736093	0.03770775
7.55	-139.3121809	-19.85796838	0.818796434
7.6	-140.3070186	-19.76100564	0.964240534
7.65	-141.2844029	-19.73191682	0.500974151
7.7	-142.2792406	-19.72222055	0.156217782
7.75	-143.256625	-19.72222054	-0.113123169
7.8	-144.2514627	-19.73191682	-0.317822337
7.85	-145.2288471	-19.75130937	-0.490200551
7.9	-146.2236847	-19.81918329	-8.33E-09
7.95	-147.2185224	-19.75130937	0.490200533
8	-148.1959068	-19.73191682	0.323209136
8.05	-149.1907445	-19.72222055	0.156217736
8.1	-150.1681288	-19.72222055	0.064641835
8.15	-151.1629665	-19.72222054	0.156217737
8.2	-152.1403509	-19.71252427	0.328595919
8.25	-153.1351886	-19.69313173	0.522521407
8.3	-154.112573	-19.62525781	0.150830919
8.35	-155.0899573	-19.68343545	-0.161604567
8.4	-156.084795	-19.68343545	0.204699115
8.45	-157.0621794	-19.62525781	0.037707732
8.5	-158.0395638	-19.68343545	-0.010773638
8.55	-159.0344014	-19.67373918	0.667965535
8.6	-160.0117858	-19.58647272	0.813409643
8.65	-160.9891702	-19.55738389	0.296275035
8.7	-161.9665546	-19.55738389	-0.290888217
8.75	-162.943939	-19.58647272	-0.775701911
8.8	-163.9213233	-19.67373918	-0.484813695
8.85	-164.916161	-19.67373918	0.490200511
8.9	-165.8935454	-19.58647272	0.813409632
8.95	-166.8709298	-19.55738389	0.47404003
9	-167.8483142	-19.54768762	0.183151794
9.05	-168.8256985	-19.54768763	0.037707704
9.1	-169.8030829	-19.54768763	0.005386847
9.15	-170.7804673	-19.54768762	0.005386865
9.2	-171.7578517	-19.54768762	0.037707757
9.25	-172.7352361	-19.54768762	0.18315184
9.3	-173.7126205	-19.53799135	0.474040032
9.35	-174.6900048	-19.50890253	0.818796415
9.4	-175.6673892	-19.42163607	0.527908215
9.45	-176.6273203	-19.42163607	-0.307048656
9.5	-177.6047047	-19.49920625	-0.339369567
9.55	-178.5820891	-19.49920625	0.344756385
9.6	-179.5594734	-19.42163607	0.344756385
9.65	-180.5194045	-19.42163607	-0.339369566
9.7	-181.4967889	-19.49920625	-0.307048654
9.75	-182.4741733	-19.49920625	0.527908223
9.8	-183.4515577	-19.41193979	0.818796434
9.85	-184.4114888	-19.38285097	0.468653241
9.9	-185.3888731	-19.37315469	0.150830927
9.95	-186.3488042	-19.3731547	-0.10773638
10	-187.3261886	-19.38285097	-0.285501372
10.05	-188.2861197	-19.40224351	-0.339369575
10.1	-189.2635041	-19.46042116	0.328595902
10.15	-190.2408885	-19.3731547	1.012721873
10.2	-191.2008196	-19.28588824	0.474040048
10.25	-192.1607506	-19.3343696	-0.016160411
10.3	-193.138135	-19.3343696	0.199312313
10.35	-194.0980661	-19.27619196	-0.140057307
10.4	-195.0579972	-19.34406588	-0.484813703
10.45	-196.0353816	-19.36345843	-0.140057281
10.5	-196.9953127	-19.36345842	0.360916879
10.55	-197.9726971	-19.3343696	0.964240551
10.6	-198.9326281	-19.23740687	0.958853695
10.65	-199.8925592	-19.20831805	0.333982751
10.7	-200.8524903	-19.20831805	-0.247793638
10.75	-201.8124214	-19.23740687	-0.592550038
10.8	-202.7723525	-19.31497706	-0.016160431
10.85	-203.7497369	-19.28588823	1.265902399
10.9	-204.709668	-19.11135531	1.120458244
10.95	-205.6521458	-19.09196276	-0.490200552
11	-206.6120769	-19.19862178	-1.438280591
11.05	-207.5720079	-19.31497706	-0.888825044
11.1	-208.5493923	-19.32467333	0.495587332
11.15	-209.5093234	-19.22771059	1.249741904
11.2	-210.4692545	-19.16953296	1.282062836
11.25	-211.4291856	-19.07257022	0.673352373
11.3	-212.3716634	-19.07257021	-0.44710592
11.35	-213.3315945	-19.15983668	-0.770315076
11.4	-214.2915256	-19.1889255	-0.290888233
11.45	-215.2514566	-19.1889255	0.296274991
11.5	-216.2113877	-19.15983668	0.813409613
11.55	-217.1713188	-19.07257022	0.667965552
11.6	-218.1137966	-19.06287394	-0.010773618
11.65	-219.0737277	-19.12105158	0.037707712
11.7	-220.0336588	-19.06287394	0.204699096
11.75	-220.9761366	-19.06287394	-0.161604545
11.8	-221.9360677	-19.12105158	0.150830945
11.85	-222.8959988	-19.05317766	0.522521396
11.9	-223.8384766	-19.03378512	0.328595904
11.95	-224.7984077	-19.02408885	0.15083091
12	-225.7408855	-19.02408885	0.03232093
12.05	-226.7008165	-19.02408885	0.010773682
12.1	-227.6432943	-19.02408884	0.032320941
12.15	-228.6032254	-19.02408884	0.150830899
12.2	-229.5457032	-19.01439257	0.323209083
12.25	-230.5056343	-18.99500003	0.490200488
12.3	-231.4481121	-18.92712611	0.005386819
12.35	-232.3905899	-18.99500003	-0.452492757
12.4	-233.350521	-19.01439257	-0.134670427
12.45	-234.2929988	-19.01439257	0.35553006
12.5	-235.2529299	-18.98530375	0.931919604
12.55	-236.1954077	-18.88834102	0.81340956
12.6	-237.1378855	-18.86894847	0.037707704
12.65	-238.0803633	-18.88834102	-0.62487092
12.7	-239.0228411	-18.97560748	-0.452492711
12.75	-239.9827721	-18.97560747	0.49558732
12.8	-240.9252499	-18.88834101	0.808022761
12.85	-241.8677277	-18.8592522	0.436332256
12.9	-242.8102055	-18.84955593	-2.78E-08
12.95	-243.7526833	-18.8592522	-0.430945453
13	-244.6951611	-18.88834102	-0.770315002
13.05	-245.6376389	-18.97560747	-0.307048628
13.1	-246.59757	-18.9659112	0.964240525
13.15	-247.5400478	-18.84955592	1.626819195
13.2	-248.4825256	-18.73320064	0.964240515
13.25	-249.4075501	-18.72350437	-0.307048656
13.3	-250.3500279	-18.81077083	-0.770315048
13.35	-251.2925057	-18.83985965	-0.430945481
13.4	-252.2349835	-18.84955592	2.37E-13
13.45	-253.1774613	-18.83985965	0.4363323
13.5	-254.1199391	-18.81077083	0.808022778
13.55	-255.0624169	-18.72350437	0.495587304
13.6	-255.9874414	-18.72350437	-0.452492756
13.65	-256.9299192	-18.81077083	-0.624870948
13.7	-257.872397	-18.83016337	0.03770773
13.75	-258.8148748	-18.81077083	0.813409596
13.8	-259.7573526	-18.71380809	0.931919604
13.85	-260.6823771	-18.68471927	0.355530024
13.9	-261.6248549	-18.68471927	-0.140057271
13.95	-262.5498794	-18.70411182	-0.48481364
14	-263.4923572	-18.77198573	-0.140057235
14.05	-264.434835	-18.71380809	0.199312315
14.1	-265.3598595	-18.71380809	-0.016160475
14.15	-266.3023373	-18.76228946	0.474040002
14.2	-267.2448151	-18.675023	1.012721884
14.25	-268.1698396	-18.58775653	0.328595928
14.3	-269.0948641	-18.64593418	-0.339369578
14.35	-270.0373419	-18.66532672	-0.28550137
14.4	-270.9623664	-18.67502299	-0.107736369
14.45	-271.9048442	-18.675023	0.150830916
14.5	-272.8298687	-18.66532672	0.468653239
14.55	-273.7723465	-18.6362379	0.813409618
14.6	-274.697371	-18.54897144	0.490200466
14.65	-275.6223955	-18.54897144	-0.484813686
14.7	-276.54742	-18.6362379	-0.775701845
14.75	-277.4898978	-18.66532672	-0.285501353
14.8	-278.4149223	-18.66532672	0.328595929
14.85	-279.3574001	-18.6362379	0.958853706
14.9	-280.2824246	-18.53927517	0.958853724
14.95	-281.2074491	-18.51018634	0.328595938
15	-282.1324736	-18.51018634	-0.2855014
15.05	-283.0574981	-18.53927517	-0.775701911
15.1	-283.9825226	-18.62654163	-0.484813694
15.15	-284.9250004	-18.62654163	0.490200513
15.2	-285.8500249	-18.53927517	0.813409643
15.25	-286.7750494	-18.51018634	0.474040056
15.3	-287.7000739	-18.50049007	0.183151838
15.35	-288.6250984	-18.50049007	0.037707723
15.4	-289.5501229	-18.50049007	0.010773619
15.45	-290.4751474	-18.50049007	0.037707702
15.5	-291.4001719	-18.50049008	0.183151831
15.55	-292.3251964	-18.4907938	0.474040066
15.6	-293.2502209	-18.46170498	0.813409633
15.65	-294.1752454	-18.37443852	0.490200522
15.7	-295.0828166	-18.37443851	-0.484813665
15.75	-296.0078411	-18.46170498	-0.775701894
15.8	-296.9328656	-18.4907938	-0.290888219
15.85	-297.8578901	-18.4907938	0.290888191
15.9	-298.7829146	-18.46170498	0.781088684
15.95	-299.7079392	-18.37443852	0.522521398
16	-300.6155104	-18.37443852	-0.301661828
16.05	-301.5405349	-18.4520087	-0.301661818
16.1	-302.4655594	-18.4520087	0.522521426
16.15	-303.3905839	-18.36474224	0.786475512
16.2	-304.2981551	-18.33565342	0.323209102
16.25	-305.2231796	-18.33565342	-0.14544409
16.3	-306.1307508	-18.35504596	-0.484813675
16.35	-307.0557753	-18.42291988	-0.140057309
16.4	-307.9807998	-18.36474224	0.199312277
16.45	-308.888371	-18.36474224	-0.016160437
16.5	-309.8133955	-18.41322361	0.479426893
16.55	-310.73842	-18.32595714	1.045042823
16.6	-311.6459912	-18.23869068	0.479426831
16.65	-312.5535624	-18.28717205	-0.016160473
16.7	-313.478587	-18.28717205	0.199312313
16.75	-314.3861582	-18.22899441	-0.140057245
16.8	-315.2937294	-18.29686832	-0.484813667
16.85	-316.2187539	-18.31626087	-0.140057318
16.9	-317.1263251	-18.31626087	0.355529996
16.95	-318.0513496	-18.28717205	0.93191963
17	-318.9589208	-18.19020932	0.813409632
17.05	-319.866492	-18.17081677	0.03770773
17.1	-320.7740632	-18.19020932	-0.624870984
17.15	-321.6816344	-18.27747578	-0.452492781
17.2	-322.6066589	-18.27747578	0.495587332
17.25	-323.5142302	-18.19020932	0.808022824
17.3	-324.4218014	-18.16112049	0.436332327
17.35	-325.3293726	-18.15142422	1.05E-08
17.4	-326.2369438	-18.16112049	-0.430945479
17.45	-327.144515	-18.19020931	-0.770315048
17.5	-328.0520862	-18.27747577	-0.307048656
17.55	-328.9771107	-18.2677795	0.964240515
17.6	-329.8846819	-18.15142422	1.626819193
17.65	-330.7922531	-18.03506894	0.964240515
17.7	-331.682371	-18.02537267	-0.307048656
17.75	-332.5899423	-18.11263913	-0.770315048
17.8	-333.4975135	-18.14172795	-0.430945481
17.85	-334.4050847	-18.15142422	-1.67E-12
17.9	-335.3126559	-18.14172795	0.4363323
17.95	-336.2202271	-18.11263913	0.808022778
18	-337.1277983	-18.02537267	0.495587304
18.05	-338.0179162	-18.02537267	-0.452492753
18.1	-338.9254874	-18.11263913	-0.624870938
18.15	-339.8330587	-18.13203167	0.037707757
18.2	-340.7406299	-18.11263912	0.813409643
18.25	-341.6482011	-18.01567639	0.931919632
18.3	-342.538319	-17.98658757	0.355529994
18.35	-343.4458902	-17.98658757	-0.134670509
18.4	-344.3360081	-18.00598012	-0.452492781
18.45	-345.2435793	-18.07385403	0.005386819
18.5	-346.1511505	-18.00598012	0.495587329
18.55	-347.0412685	-17.98658757	0.355530071
18.6	-347.9488397	-17.97689129	0.296275057
18.65	-348.8389576	-17.96719502	0.32320911
18.7	-349.7465288	-17.94780248	0.350143204
18.75	-350.6366467	-17.88962483	-0.290888197
18.8	-351.5267646	-17.97689129	-0.82957008
18.85	-352.4343359	-18.05446148	0.005386797
18.9	-353.3419071	-17.9768913	0.867277803
18.95	-354.232025	-17.88962483	0.474040058
19	-355.1221429	-17.9381062	0.129283642
19.05	-356.0297141	-17.92840993	0.527908217
19.1	-356.919832	-17.85083974	0.382464127
19.15	-357.80995	-17.85083974	-0.333982757
19.2	-358.7000679	-17.92840993	-0.307048647
19.25	-359.6076391	-17.92840993	0.527908245
19.3	-360.497757	-17.84114346	0.813409615
19.35	-361.3878749	-17.81205464	0.436332306
19.4	-362.2779928	-17.80235837	-8.64E-09
19.45	-363.1681108	-17.81205464	-0.436332327
19.5	-364.0582287	-17.84114347	-0.808022824
19.55	-364.9483466	-17.92840993	-0.484813694
19.6	-365.8559178	-17.92840993	0.527908245
19.65	-366.7460357	-17.84114347	0.991174662
19.7	-367.6361536	-17.80235837	0.910372373
19.75	-368.5262716	-17.76357328	0.813409626
19.8	-369.4163895	-17.68600309	0.059254987
19.85	-370.2890541	-17.71509191	-1.260515589
19.9	-371.179172	-17.88962484	-1.120458269
19.95	-372.0867432	-17.90901738	0.495587332
20	-372.9768612	-17.80235837	1.481375128
20.05	-373.8669791	-17.68600309	1.109684653
20.1	-374.7396437	-17.66661054	0.161604566
20.15	-375.6297616	-17.72478818	0.03770772
20.2	-376.5198795	-17.66661054	0.026934102
20.25	-377.3925442	-17.67630681	-0.635644594
20.3	-378.2826621	-17.76357328	-0.662578706
20.35	-379.17278	-17.78296582	0.032320903
20.4	-380.0628979	-17.76357328	0.813409615
20.45	-380.9530158	-17.66661054	0.92653283
20.5	-381.8256805	-17.63752172	0.323209139
20.55	-382.7157984	-17.63752172	-0.280114591
20.6	-383.588463	-17.66661054	-0.743381
20.65	-384.4785809	-17.753877	-0.333982765
20.7	-385.3686988	-17.74418073	0.813409615
20.75	-386.2588168	-17.63752172	1.303610135
20.8	-387.1314814	-17.54055898	0.474040076
20.85	-388.004146	-17.59873662	-0.307048653
20.9	-388.8942639	-17.61812917	-0.280114599
20.95	-389.7669286	-17.62782545	-0.113123215
21	-390.6570465	-17.62782545	0.118510034
21.05	-391.5297111	-17.61812917	0.323209147
21.1	-392.419829	-17.59873662	0.522521396
21.15	-393.2924936	-17.53086271	0.150830882
21.2	-394.1651583	-17.58904035	-0.161604581
21.25	-395.0552762	-17.58904035	0.204699132
21.3	-395.9279408	-17.53086271	0.037707776
21.35	-396.8006054	-17.58904035	-0.01077361
21.4	-397.6907234	-17.57934407	0.667965506
21.45	-398.563388	-17.49207761	0.813409596
21.5	-399.4360526	-17.46298879	0.296275008
21.55	-400.3087172	-17.46298879	-0.290888227
21.6	-401.1813819	-17.49207762	-0.775701913
21.65	-402.0540465	-17.57934408	-0.484813695
21.7	-402.9441644	-17.57934408	0.490200513
21.75	-403.816829	-17.49207762	0.813409643
21.8	-404.6894937	-17.46298879	0.474040057
21.85	-405.5621583	-17.45329252	0.18315184
21.9	-406.4348229	-17.45329252	0.037707732
21.95	-407.3074875	-17.45329252	0.005386819
22	-408.1801522	-17.45329252	-1.21E-12
22.05	-409.0528168	-17.45329252	-1.04E-12
22.1	-409.9254814	-17.45329252	0.005386819
22.15	-410.798146	-17.45329252	0.037707732
22.2	-411.6708107	-17.45329252	0.18315184
22.25	-412.5434753	-17.44359625	0.474040057
22.3	-413.4161399	-17.41450742	0.813409643
22.35	-414.2888045	-17.32724096	0.495587332
22.4	-415.1440159	-17.32724096	-0.452492784
22.45	-416.0166805	-17.41450742	-0.630257813
22.5	-416.8893451	-17.43389997	-2.72E-08
22.55	-417.7620098	-17.41450743	0.635644575
22.6	-418.6346744	-17.32724097	0.490200485
22.65	-419.4898857	-17.32724097	-0.312435464
22.7	-420.3625503	-17.40481115	-0.333982721
22.75	-421.235215	-17.40481115	0.382464162
22.8	-422.1078796	-17.32724096	0.527908245
22.85	-422.9630909	-17.31754469	0.134670445
22.9	-423.8357556	-17.36602606	0.506360921
22.95	-424.7084202	-17.2787596	1.012721901
23	-425.5636315	-17.19149313	0.296275036
23.05	-426.4188428	-17.24967077	-0.484813695
23.1	-427.2915075	-17.2787596	-0.581776436
23.15	-428.1467188	-17.30784842	-0.484813666
23.2	-429.0193834	-17.36602606	0.296275057
23.25	-429.8920481	-17.27875959	1.007335099
23.3	-430.7472594	-17.19149313	0.474040029
23.35	-431.6024707	-17.2399745	-0.010773635
23.4	-432.4751354	-17.2399745	0.231633208
23.45	-433.3303467	-17.18179686	0.005386807
23.5	-434.185558	-17.2399745	-0.193925467
23.55	-435.0582226	-17.2399745	0.199312297
23.6	-435.913434	-17.18179686	0.037707721
23.65	-436.7686453	-17.2399745	-0.016160445
23.7	-437.6413099	-17.23027823	0.635644623
23.75	-438.4965213	-17.14301176	0.667965532
23.8	-439.3517326	-17.12361922	0.005386847
23.85	-440.2069439	-17.14301176	-0.630257783
23.9	-441.0621553	-17.23027822	-0.452492811
23.95	-441.9348199	-17.23027823	0.495587285
24	-442.7900312	-17.14301177	0.813409616
24.05	-443.6452426	-17.11392294	0.474040046
24.1	-444.5004539	-17.10422667	0.183151838
24.15	-445.3556652	-17.10422667	0.04309455
24.2	-446.2108766	-17.10422667	0.043094549
24.25	-447.0660879	-17.10422667	0.183151831
24.3	-447.9212992	-17.0945304	0.474040038
24.35	-448.7765106	-17.06544158	0.813409615
24.4	-449.6317219	-16.97817512	0.490200513
24.45	-450.4694799	-16.97817511	-0.490200485
24.5	-451.3246913	-17.06544158	-0.808022806
24.55	-452.1799026	-17.0945304	-0.436332318
24.6	-453.0351139	-17.10422667	0.005386812
24.65	-453.8903253	-17.0945304	0.474040039
24.7	-454.7455366	-17.06544158	0.991174636
24.75	-455.6007479	-16.96847884	0.96424057
24.8	-456.438506	-16.93939002	0.328595977
24.85	-457.2937173	-16.93939001	-0.28550138
24.9	-458.1314754	-16.96847884	-0.775701905
24.95	-458.9866867	-17.0557453	-0.484813703
25	-459.841898	-17.0557453	0.490200486
25.05	-460.6971094	-16.96847884	0.813409596
25.1	-461.5348674	-16.93939002	0.468653208
25.15	-462.3900787	-16.92969375	0.150830947
25.2	-463.2278368	-16.92969374	-0.113123168
25.25	-464.0830481	-16.93939002	-0.317822314
25.3	-464.9208061	-16.95878257	-0.484813695
25.35	-465.7760175	-17.02665648	0.037707733
25.4	-466.6312288	-16.95878256	0.673352315
25.45	-467.4689869	-16.92969375	0.79724914
25.5	-468.3241982	-16.89090865	0.964240553
25.55	-469.1619562	-16.80364219	0.522521445
25.6	-469.9997143	-16.80364219	-0.479426821
25.65	-470.8374723	-16.89090865	-0.775701856
25.7	-471.6926836	-16.91999747	-0.285501379
25.75	-472.5304417	-16.91999747	0.32859593
25.8	-473.385653	-16.89090865	0.958853696
25.85	-474.2234111	-16.79394591	0.958853694
25.9	-475.0611691	-16.76485709	0.328595919
25.95	-475.8989271	-16.76485709	-0.285501409
26	-476.7366852	-16.79394592	-0.775701913
26.05	-477.5744432	-16.88121238	-0.484813694
26.1	-478.4296546	-16.88121238	0.490200515
26.15	-479.2674126	-16.79394592	0.813409653
26.2	-480.1051706	-16.76485709	0.474040084
26.25	-480.9429287	-16.75516082	0.183151887
26.3	-481.7806867	-16.75516081	0.03770776
26.35	-482.6184448	-16.75516081	0.005386791
26.4	-483.4562028	-16.75516082	0.005386772
26.45	-484.2939608	-16.75516082	0.037707702
26.5	-485.1317189	-16.75516082	0.183151819
26.55	-485.9694769	-16.74546455	0.474040027
26.6	-486.807235	-16.71637573	0.813409596
26.65	-487.644993	-16.62910927	0.490200487
26.7	-488.4652978	-16.62910927	-0.484813656
26.75	-489.3030558	-16.71637573	-0.77570184
26.8	-490.1408138	-16.74546454	-0.285501335
26.85	-490.9785719	-16.74546454	0.32859596
26.9	-491.8163299	-16.71637572	0.958853679
26.95	-492.654088	-16.61941299	0.964240495
27	-493.4743927	-16.59032417	0.36091686
27.05	-494.3121508	-16.59032417	-0.140057264
27.1	-495.1324555	-16.60971671	-0.484813697
27.15	-495.9702135	-16.67759063	-0.140057326
27.2	-496.8079716	-16.61941299	0.199312271
27.25	-497.6282763	-16.61941299	-0.016160428
27.3	-498.4660344	-16.66789436	0.474040101
27.35	-499.3037924	-16.58062789	1.012721956
27.4	-500.1240972	-16.49336143	0.328595932
27.45	-500.9444019	-16.55153907	-0.339369631
27.5	-501.7821599	-16.57093162	-0.290888247
27.55	-502.6024647	-16.5806279	-0.145444091
27.6	-503.4402227	-16.58062789	-0.026934075
27.65	-504.2605275	-16.58062789	0.032320893
27.7	-505.0982855	-16.5806279	0.18315182
27.75	-505.9185903	-16.57093162	0.474040077
27.8	-506.7563483	-16.5418428	0.813409663
27.85	-507.5766531	-16.45457633	0.490200494
27.9	-508.3969578	-16.45457634	-0.484813714
27.95	-509.2172626	-16.5418428	-0.775701892
28	-510.0550206	-16.57093162	-0.28550138
28.05	-510.8753254	-16.57093162	0.328595919
28.1	-511.7130834	-16.5418428	0.964240525
28.15	-512.5333881	-16.44488007	0.991174646
28.2	-513.3536929	-16.41579124	0.474040065
28.25	-514.1739976	-16.40609497	0.005386847
28.3	-514.9943024	-16.41579124	-0.436332317
28.35	-515.8146071	-16.44488006	-0.802636015
28.4	-516.6349119	-16.53214653	-0.452492772
28.45	-517.4726699	-16.53214653	0.673352345
28.5	-518.2929747	-16.43518379	1.282062851
28.55	-519.1132794	-16.37700615	1.249741949
28.6	-519.9335842	-16.28004341	0.490200506
28.65	-520.7364356	-16.28973968	-0.921146013
28.7	-521.5567404	-16.40609497	-1.583724719
28.75	-522.3770451	-16.52245026	-0.78108871
